accuracy,f1_score,brier_score,log_loss,criterion,max_features,min_samples_leaf,min_samples_split,n_estimators,repeat,fold
0.8082191780821918,0.125,0.1917808219178082,6.9124814718854815,gini,sqrt,1,10,200,3,8
0.8333333333333334,0.25,0.16666666666666666,6.007275564852858,gini,sqrt,1,10,100,3,9
0.8636363636363636,0.5263157894736842,0.13636363636363635,4.91504364397052,gini,sqrt,1,10,200,4,0
0.8484848484848485,0.375,0.15151515151515152,5.461159604411691,gini,sqrt,1,2,100,4,1
0.8333333333333334,0.26666666666666666,0.16666666666666666,6.007275564852859,gini,log2,1,10,100,4,2
0.8333333333333334,0.26666666666666666,0.16666666666666666,6.007275564852859,gini,sqrt,1,10,100,4,3
0.8333333333333334,0.26666666666666666,0.16666666666666666,6.007275564852859,gini,log2,1,2,200,4,4
0.8333333333333334,0.26666666666666666,0.16666666666666666,6.007275564852859,gini,log2,1,2,200,4,5
0.8333333333333334,0.35294117647058826,0.16666666666666666,6.007275564852859,gini,sqrt,1,10,100,4,6
0.8153846153846154,0.14285714285714285,0.18461538461538463,6.654212933375474,gini,sqrt,1,2,200,4,7
0.8153846153846154,0.14285714285714285,0.18461538461538463,6.654212933375475,gini,log2,1,10,100,4,8
0.8153846153846154,0.14285714285714285,0.18461538461538463,6.654212933375474,gini,sqrt,1,10,200,4,9
0.8166666666666667,0.15384615384615385,0.18333333333333332,6.608003121338144,gini,sqrt,1,2,100,5,0
0.8333333333333334,0.2857142857142857,0.16666666666666666,6.007275564852858,gini,sqrt,1,2,200,5,1
0.847457627118644,0.3076923076923077,0.15254237288135594,5.498184415289057,gini,log2,1,10,200,5,2
0.847457627118644,0.3076923076923077,0.15254237288135594,5.498184415289057,gini,sqrt,1,2,100,5,3
0.7966101694915254,0.0,0.2033898305084746,7.330912553718743,gini,log2,1,10,100,5,4
0.8305084745762712,0.2857142857142857,0.1694915254237288,6.109093794765619,gini,sqrt,1,10,200,5,5
0.8135593220338984,0.15384615384615385,0.1864406779661017,6.720003174242181,gini,sqrt,1,10,100,5,6
0.8305084745762712,0.2857142857142857,0.1694915254237288,6.109093794765619,gini,sqrt,1,10,200,5,7
0.847457627118644,0.4,0.15254237288135594,5.498184415289057,gini,sqrt,1,2,200,5,8
0.864406779661017,0.5,0.13559322033898305,4.887275035812495,gini,sqrt,1,2,100,5,9
0.8333333333333334,0.3076923076923077,0.16666666666666666,6.007275564852859,gini,sqrt,1,2,100,6,0
0.8333333333333334,0.3076923076923077,0.16666666666666666,6.007275564852859,gini,log2,1,10,200,6,1
0.8148148148148148,0.16666666666666666,0.18518518518518517,6.674750627614287,gini,sqrt,1,2,200,6,2
0.8301886792452831,0.18181818181818182,0.16981132075471697,6.120620386831215,gini,sqrt,1,2,200,6,3
0.8113207547169812,0.0,0.18867924528301888,6.800689318701349,gini,sqrt,1,2,100,6,4
0.8301886792452831,0.18181818181818182,0.16981132075471697,6.120620386831215,gini,log2,1,10,100,6,5
0.8490566037735849,0.3333333333333333,0.1509433962264151,5.44055145496108,gini,sqrt,1,10,200,6,6
0.8301886792452831,0.3076923076923077,0.16981132075471697,6.120620386831215,gini,sqrt,1,10,100,6,7
0.8113207547169812,0.16666666666666666,0.18867924528301888,6.80068931870135,gini,log2,1,2,100,6,8
0.8490566037735849,0.5,0.1509433962264151,5.44055145496108,gini,sqrt,1,2,100,6,9
0.8541666666666666,0.36363636363636365,0.14583333333333334,5.256366119246252,gini,sqrt,1,2,100,7,0
0.8541666666666666,0.36363636363636365,0.14583333333333334,5.256366119246252,gini,sqrt,1,2,100,7,1
0.8125,0.0,0.1875,6.758185010459466,gini,sqrt,1,2,200,7,2
0.8541666666666666,0.36363636363636365,0.14583333333333334,5.256366119246252,gini,sqrt,1,2,100,7,3
0.8333333333333334,0.2,0.16666666666666666,6.007275564852859,gini,log2,1,2,200,7,4
0.8333333333333334,0.3333333333333333,0.16666666666666666,6.007275564852859,gini,sqrt,1,2,100,7,5
0.8333333333333334,0.3333333333333333,0.16666666666666666,6.007275564852859,gini,sqrt,1,2,200,7,6
0.8125,0.3076923076923077,0.1875,6.758185010459466,gini,sqrt,1,2,100,7,7
0.8333333333333334,0.3333333333333333,0.16666666666666666,6.007275564852859,gini,log2,1,2,100,7,8
0.8333333333333334,0.3333333333333333,0.16666666666666666,6.007275564852859,gini,sqrt,1,2,200,7,9
0.8181818181818182,0.2,0.18181818181818182,6.553391525294028,gini,sqrt,1,2,200,8,0
0.8181818181818182,0.2,0.18181818181818182,6.553391525294028,gini,sqrt,1,2,200,8,1
0.8372093023255814,0.2222222222222222,0.16279069767441862,5.867571481949304,gini,sqrt,1,10,100,8,2
0.813953488372093,0.0,0.18604651162790697,6.705795979370634,gini,log2,1,10,100,8,3
0.8372093023255814,0.2222222222222222,0.16279069767441862,5.867571481949304,gini,sqrt,1,10,100,8,4
0.8372093023255814,0.2222222222222222,0.16279069767441862,5.867571481949304,gini,log2,1,2,200,8,5
0.813953488372093,0.0,0.18604651162790697,6.705795979370634,gini,log2,1,2,200,8,6
0.7906976744186046,0.0,0.20930232558139536,7.544020476791962,gini,log2,1,2,100,8,7
0.9069767441860465,0.7142857142857143,0.09302325581395349,3.352897989685317,gini,sqrt,1,2,100,8,8
0.7906976744186046,0.0,0.20930232558139536,7.544020476791962,gini,sqrt,1,10,100,8,9
0.8205128205128205,0.0,0.1794871794871795,6.469373685226155,gini,sqrt,1,2,200,9,0
0.8461538461538461,0.25,0.15384615384615385,5.545177444479562,gini,sqrt,1,2,200,9,1
0.8461538461538461,0.25,0.15384615384615385,5.545177444479561,gini,sqrt,1,2,200,9,2
0.7948717948717948,0.0,0.20512820512820512,7.393569925972749,gini,sqrt,1,2,200,9,3
0.8461538461538461,0.4,0.15384615384615385,5.545177444479562,gini,sqrt,1,10,100,9,4
0.8205128205128205,0.2222222222222222,0.1794871794871795,6.469373685226155,gini,log2,1,10,100,9,5
0.8461538461538461,0.4,0.15384615384615385,5.545177444479561,gini,sqrt,1,2,200,9,6
0.7948717948717948,0.0,0.20512820512820512,7.393569925972748,gini,log2,1,10,200,9,7
0.8205128205128205,0.2222222222222222,0.1794871794871795,6.469373685226155,gini,sqrt,1,10,100,9,8
0.8157894736842105,0.0,0.18421052631578946,6.639620361153159,gini,log2,1,2,200,9,9
