accuracy,f1_score,brier_score,log_loss,C,repeat,fold
0.9,0.7368421052631579,0.1,3.604365338911715,0.1,0,0
0.9,0.7058823529411765,0.1,3.604365338911715,0.1,0,1
0.8,0.5,0.2,7.20873067782343,0.1,0,2
0.86,0.5333333333333333,0.14,5.046111474476402,0.1,0,3
0.82,0.5263157894736842,0.18,6.487857610041087,0.1,0,4
0.9,0.7058823529411765,0.1,3.604365338911715,0.1,0,5
0.84,0.5,0.16,5.7669845422587445,0.1,0,6
0.9,0.7058823529411765,0.1,3.604365338911715,1.0,0,7
0.82,0.4,0.18,6.487857610041087,0.1,0,8
0.82,0.3076923076923077,0.18,6.487857610041087,1.0,0,9
0.8444444444444444,0.5333333333333333,0.15555555555555556,5.606790527196001,0.1,1,0
0.8666666666666667,0.625,0.13333333333333333,4.805820451882287,1.0,1,1
0.8666666666666667,0.5,0.13333333333333333,4.805820451882287,0.1,1,2
0.8222222222222222,0.5,0.17777777777777778,6.4077606025097165,1.0,1,3
0.8444444444444444,0.46153846153846156,0.15555555555555556,5.606790527196002,0.1,1,4
0.8444444444444444,0.46153846153846156,0.15555555555555556,5.606790527196002,1.0,1,5
0.9111111111111111,0.75,0.08888888888888889,3.2038803012548582,0.1,1,6
0.8,0.4,0.2,7.20873067782343,1.0,1,7
0.8222222222222222,0.3333333333333333,0.17777777777777778,6.4077606025097165,1.0,1,8
0.8666666666666667,0.5714285714285714,0.13333333333333333,4.805820451882287,0.1,1,9
0.8536585365853658,0.5714285714285714,0.14634146341463414,5.274680983773242,1.0,2,0
0.8780487804878049,0.6153846153846154,0.12195121951219512,4.3955674864777015,0.1,2,1
0.8780487804878049,0.6666666666666666,0.12195121951219512,4.3955674864777015,0.1,2,2
0.8048780487804879,0.42857142857142855,0.1951219512195122,7.032907978364323,0.1,2,3
0.7804878048780488,0.3076923076923077,0.21951219512195122,7.912021475659863,1.0,2,4
0.85,0.625,0.15,5.406548008367573,0.1,2,5
0.85,0.5714285714285714,0.15,5.406548008367572,0.1,2,6
0.825,0.36363636363636365,0.175,6.307639343095501,1.0,2,7
0.85,0.5714285714285714,0.15,5.406548008367573,1.0,2,8
0.85,0.625,0.15,5.406548008367573,0.1,2,9
0.8108108108108109,0.46153846153846156,0.1891891891891892,6.819069560103245,0.1,3,0
0.8378378378378378,0.4,0.16216216216216217,5.844916765802781,1.0,3,1
0.8648648648648649,0.6666666666666666,0.13513513513513514,4.870763971502318,1.0,3,2
0.7837837837837838,0.5,0.21621621621621623,7.793222354403709,0.1,3,3
0.7297297297297297,0.375,0.2702702702702703,9.741527943004636,0.1,3,4
0.8333333333333334,0.5,0.16666666666666666,6.007275564852858,0.1,3,5
0.8611111111111112,0.5454545454545454,0.1388888888888889,5.006062970710715,0.1,3,6
0.8055555555555556,0.2222222222222222,0.19444444444444445,7.008488158995003,1.0,3,7
0.9166666666666666,0.7272727272727273,0.08333333333333333,3.0036377824264293,0.1,3,8
0.8333333333333334,0.25,0.16666666666666666,6.007275564852859,0.1,3,9
0.8181818181818182,0.4,0.18181818181818182,6.553391525294027,0.1,4,0
0.9090909090909091,0.7272727272727273,0.09090909090909091,3.276695762647014,0.1,4,1
0.8484848484848485,0.6153846153846154,0.15151515151515152,5.46115960441169,1.0,4,2
0.8181818181818182,0.4,0.18181818181818182,6.553391525294028,0.1,4,3
0.8181818181818182,0.5,0.18181818181818182,6.553391525294028,1.0,4,4
0.7878787878787878,0.2222222222222222,0.21212121212121213,7.645623446176367,0.1,4,5
0.7272727272727273,0.4,0.2727272727272727,9.83008728794104,0.1,4,6
0.6666666666666666,0.0,0.3333333333333333,12.014551129705719,0.1,4,7
0.9090909090909091,0.7272727272727273,0.09090909090909091,3.276695762647014,1.0,4,8
0.75,0.0,0.25,9.010913347279288,0.1,4,9
0.7666666666666667,0.36363636363636365,0.23333333333333334,8.410185790794001,0.1,5,0
0.7666666666666667,0.46153846153846156,0.23333333333333334,8.410185790794001,1.0,5,1
0.8,0.25,0.2,7.2087306778234295,0.1,5,2
0.7,0.3076923076923077,0.3,10.813096016735146,0.1,5,3
0.7666666666666667,0.2222222222222222,0.23333333333333334,8.410185790794001,10.0,5,4
0.9,0.7272727272727273,0.1,3.604365338911715,1.0,5,5
0.8333333333333334,0.2857142857142857,0.16666666666666666,6.007275564852859,1.0,5,6
