accuracy,f1_score,brier_score,log_loss,criterion,max_features,min_samples_leaf,min_samples_split,repeat,fold
0.84,0.5,0.16,5.7669845422587445,entropy,sqrt,15,6,0,0
0.76,0.14285714285714285,0.24,8.650476813388117,gini,sqrt,15,2,0,1
0.8,0.4444444444444444,0.2,7.20873067782343,entropy,,1,2,0,2
0.82,0.4,0.18,6.487857610041087,entropy,,15,2,0,3
0.78,0.35294117647058826,0.22,7.929603745605773,gini,sqrt,15,6,0,4
0.86,0.631578947368421,0.14,5.046111474476402,entropy,sqrt,7,2,0,5
0.78,0.42105263157894735,0.22,7.929603745605773,gini,,15,2,0,6
0.8,0.5,0.2,7.20873067782343,gini,,1,14,0,7
0.74,0.23529411764705882,0.26,9.37134988117046,gini,,1,2,0,8
0.74,0.0,0.26,9.371349881170458,gini,sqrt,15,2,0,9
0.7777777777777778,0.0,0.2222222222222222,8.009700753137144,gini,sqrt,15,14,1,0
0.7777777777777778,0.16666666666666666,0.2222222222222222,8.009700753137144,gini,sqrt,1,14,1,1
0.6444444444444445,0.1111111111111111,0.35555555555555557,12.815521205019433,entropy,,15,14,1,2
0.8444444444444444,0.5333333333333333,0.15555555555555556,5.606790527196002,entropy,,7,6,1,3
0.8222222222222222,0.3333333333333333,0.17777777777777778,6.4077606025097165,entropy,,15,14,1,4
0.7555555555555555,0.0,0.24444444444444444,8.810670828450858,gini,,15,2,1,5
0.8222222222222222,0.42857142857142855,0.17777777777777778,6.4077606025097165,gini,sqrt,15,2,1,6
0.7333333333333333,0.3333333333333333,0.26666666666666666,9.611640903764574,entropy,sqrt,15,2,1,7
0.8,0.18181818181818182,0.2,7.20873067782343,gini,,15,14,1,8
0.8444444444444444,0.5333333333333333,0.15555555555555556,5.606790527196002,gini,sqrt,15,2,1,9
0.8536585365853658,0.625,0.14634146341463414,5.274680983773242,entropy,,7,6,2,0
0.8048780487804879,0.42857142857142855,0.1951219512195122,7.032907978364323,entropy,sqrt,7,14,2,1
0.7073170731707317,0.25,0.2926829268292683,10.549361967546483,entropy,sqrt,15,14,2,2
0.8048780487804879,0.0,0.1951219512195122,7.032907978364323,gini,sqrt,15,14,2,3
0.7804878048780488,0.4,0.21951219512195122,7.912021475659863,entropy,,15,14,2,4
0.75,0.0,0.25,9.010913347279288,gini,sqrt,1,2,2,5
0.75,0.2857142857142857,0.25,9.010913347279288,gini,sqrt,7,6,2,6
0.75,0.375,0.25,9.010913347279288,gini,sqrt,1,6,2,7
0.7,0.25,0.3,10.813096016735146,gini,sqrt,7,2,2,8
0.775,0.0,0.225,8.109822012551358,gini,sqrt,15,2,2,9
0.7027027027027027,0.35294117647058826,0.2972972972972973,10.715680737305098,entropy,,15,2,3,0
0.6756756756756757,0.14285714285714285,0.32432432432432434,11.689833531605561,entropy,,15,2,3,1
0.8378378378378378,0.4,0.16216216216216217,5.844916765802781,entropy,,15,2,3,2
0.7837837837837838,0.2,0.21621621621621623,7.793222354403707,entropy,sqrt,7,14,3,3
0.7567567567567568,0.4,0.24324324324324326,8.767375148704172,entropy,sqrt,7,2,3,4
0.8611111111111112,0.4444444444444444,0.1388888888888889,5.006062970710715,gini,,15,2,3,5
0.8333333333333334,0.5,0.16666666666666666,6.007275564852858,entropy,sqrt,15,14,3,6
0.8888888888888888,0.7142857142857143,0.1111111111111111,4.004850376568573,entropy,,15,14,3,7
0.8333333333333334,0.5,0.16666666666666666,6.007275564852858,gini,sqrt,15,2,3,8
0.8611111111111112,0.5454545454545454,0.1388888888888889,5.006062970710715,gini,sqrt,15,2,3,9
