accuracy,f1_score,brier_score,log_loss,criterion,max_features,min_samples_leaf,min_samples_split,repeat,fold
0.824,0.5319148936170213,0.176,6.343682996484619,entropy,,15,6,0,0
0.814,0.48044692737430167,0.186,6.704119530375791,gini,,15,2,0,1
0.802,0.45901639344262296,0.198,7.136643371045197,entropy,,15,14,0,2
0.804,0.45555555555555555,0.196,7.064556064266961,entropy,,15,14,0,3
0.814,0.5130890052356021,0.186,6.704119530375791,entropy,,7,14,0,4
0.798,0.4540540540540541,0.202,7.280817984601665,entropy,,15,6,0,5
0.804,0.4895833333333333,0.196,7.064556064266963,entropy,,15,14,0,6
0.824,0.5319148936170213,0.176,6.343682996484619,entropy,,7,14,0,7
0.816,0.4945054945054945,0.184,6.632032223597556,gini,,15,14,0,8
0.802,0.4342857142857143,0.198,7.136643371045197,gini,,7,14,0,9
0.8155555555555556,0.5088757396449705,0.18444444444444444,6.648051625103831,gini,,15,2,1,0
0.8133333333333334,0.5058823529411764,0.18666666666666668,6.728148632635202,entropy,,15,2,1,1
0.84,0.5714285714285714,0.16,5.7669845422587445,entropy,,15,2,1,2
0.8288888888888889,0.5549132947976878,0.1711111111111111,6.167469579915602,entropy,,15,14,1,3
0.8377777777777777,0.5034013605442177,0.1622222222222222,5.847081549790116,gini,,15,2,1,4
0.8155555555555556,0.5202312138728323,0.18444444444444444,6.648051625103831,entropy,,15,6,1,5
0.7933333333333333,0.4431137724550898,0.20666666666666667,7.4490217004175445,gini,,15,6,1,6
0.8155555555555556,0.4779874213836478,0.18444444444444444,6.6480516251038315,gini,,15,14,1,7
0.8466666666666667,0.591715976331361,0.15333333333333332,5.526693519664631,entropy,,15,14,1,8
0.8066666666666666,0.5084745762711864,0.19333333333333333,6.968439655229316,gini,,15,14,1,9
0.8345679012345679,0.5179856115107914,0.1654320987654321,5.9627772273354305,entropy,,15,14,2,0
0.8049382716049382,0.4768211920529801,0.19506172839506172,7.030737327753716,gini,sqrt,15,14,2,1
0.817283950617284,0.5131578947368421,0.18271604938271604,6.58575395257943,entropy,,15,6,2,2
0.8197530864197531,0.5228758169934641,0.18024691358024691,6.496757277544574,gini,,15,6,2,3
0.8345679012345679,0.5503355704697986,0.1654320987654321,5.9627772273354305,gini,,15,14,2,4
0.8395061728395061,0.5185185185185185,0.16049382716049382,5.784783877265716,gini,,15,14,2,5
0.8197530864197531,0.4748201438848921,0.18024691358024691,6.496757277544573,gini,,15,6,2,6
0.782716049382716,0.37142857142857144,0.21728395061728395,7.831707403067431,entropy,,15,6,2,7
0.837037037037037,0.5925925925925926,0.16296296296296298,5.873780552300572,gini,,15,2,2,8
0.8246913580246914,0.48175182481751827,0.17530864197530865,6.318763927474859,gini,,15,6,2,9
0.8301369863013699,0.5441176470588235,0.16986301369863013,6.122483589384284,gini,,15,2,3,0
0.8383561643835616,0.5354330708661418,0.16164383561643836,5.826234383446334,gini,,15,6,3,1
0.8191780821917808,0.5,0.18082191780821918,6.517482530634882,gini,,15,2,3,2
0.8,0.45925925925925926,0.2,7.20873067782343,gini,,7,14,3,3
0.8246575342465754,0.5428571428571428,0.17534246575342466,6.319983060009583,entropy,,15,6,3,4
0.8104395604395604,0.4566929133858268,0.18956043956043955,6.832450779805176,gini,,15,6,3,5
0.8131868131868132,0.5072463768115942,0.18681318681318682,6.7334297540108965,entropy,,15,14,3,6
0.8076923076923077,0.5333333333333333,0.19230769230769232,6.931471805599451,gini,,15,2,3,7
0.8406593406593407,0.5857142857142857,0.15934065934065933,5.743219496068117,gini,,15,2,3,8
0.8021978021978022,0.5068493150684932,0.1978021978021978,7.129513857188008,gini,,7,2,3,9
0.8237082066869301,0.5245901639344263,0.1762917933130699,6.354200293522172,gini,,15,2,4,0
0.7896341463414634,0.42016806722689076,0.21036585365853658,7.582353914174036,gini,,15,2,4,1
0.8414634146341463,0.5806451612903226,0.15853658536585366,5.7142377324210125,gini,,15,2,4,2
0.8079268292682927,0.47058823529411764,0.19207317073170732,6.923018791202381,gini,,15,14,4,3
0.8384146341463414,0.576,0.16158536585365854,5.824126919582955,gini,,15,14,4,4
0.801829268292683,0.5038167938931297,0.19817073170731708,7.1427971655262645,entropy,,15,2,4,5
0.8140243902439024,0.49586776859504134,0.18597560975609756,6.7032404168784945,entropy,sqrt,15,14,4,6
0.8262195121951219,0.5365853658536586,0.17378048780487804,6.263683668230724,gini,,15,2,4,7
0.801829268292683,0.4247787610619469,0.19817073170731708,7.1427971655262645,gini,,15,6,4,8
0.8079268292682927,0.5116279069767442,0.19207317073170732,6.923018791202381,gini,,15,2,4,9
0.8209459459459459,0.5225225225225225,0.17905405405405406,6.453762262240571,gini,,15,6,5,0
0.8175675675675675,0.5,0.18243243243243243,6.575531361528129,gini,,15,2,5,1
0.8378378378378378,0.5294117647058824,0.16216216216216217,5.844916765802782,gini,,15,2,5,2
0.8508474576271187,0.5686274509803921,0.14915254237288136,5.376002539393745,entropy,,15,6,5,3
0.8271186440677966,0.5233644859813084,0.17288135593220338,6.231275670660932,gini,,15,2,5,4
0.7864406779661017,0.42201834862385323,0.2135593220338983,7.697458181404681,gini,,15,2,5,5
0.8203389830508474,0.5137614678899083,0.17966101694915254,6.475639422451556,gini,,15,2,5,6
0.8372881355932204,0.5102040816326531,0.16271186440677965,5.864730042974995,gini,,15,14,5,7
0.8033898305084746,0.4727272727272727,0.19661016949152543,7.086548801928118,gini,,15,14,5,8
0.8271186440677966,0.5321100917431193,0.17288135593220338,6.231275670660932,gini,,15,14,5,9
0.8421052631578947,0.5116279069767442,0.15789473684210525,5.691103166702708,gini,,15,2,6,0
0.8233082706766918,0.5052631578947369,0.17669172932330826,6.36861544845303,entropy,,15,2,6,1
0.8007518796992481,0.4421052631578947,0.19924812030075187,7.181630186553418,gini,,15,2,6,2
0.7857142857142857,0.43564356435643564,0.21428571428571427,7.723640011953676,gini,,15,6,6,3
0.8383458646616542,0.5274725274725275,0.16165413533834586,5.826605623052773,gini,,15,14,6,4
0.8157894736842105,0.5242718446601942,0.18421052631578946,6.639620361153161,entropy,,15,6,6,5
0.8233082706766918,0.5607476635514018,0.17669172932330826,6.36861544845303,gini,,7,2,6,6
0.7857142857142857,0.4,0.21428571428571427,7.723640011953676,entropy,,7,2,6,7
0.8301886792452831,0.5631067961165048,0.16981132075471697,6.120620386831216,entropy,,15,2,6,8
0.8150943396226416,0.5148514851485149,0.18490566037735848,6.6646755323273235,gini,,7,14,6,9
0.8458333333333333,0.5842696629213483,0.15416666666666667,5.556729897488894,gini,,15,14,7,0
0.8166666666666667,0.5111111111111111,0.18333333333333332,6.608003121338144,gini,,15,6,7,1
0.8375,0.5714285714285714,0.1625,5.857093675731537,gini,,15,6,7,2
0.8158995815899581,0.4634146341463415,0.18410041841004185,6.63565166996299,entropy,,15,14,7,3
