accuracy,f1_score,brier_score,log_loss,C,repeat,fold
0.868,0.6206896551724138,0.132,4.757762247363464,0.001,0,0
0.864,0.575,0.136,4.901936860919933,0.001,0,1
0.86,0.6236559139784946,0.14,5.046111474476402,0.001,0,2
0.868,0.5822784810126582,0.132,4.7577622473634635,0.001,0,3
0.88,0.6590909090909091,0.12,4.325238406694059,0.001,0,4
0.876,0.6352941176470588,0.124,4.469413020250528,0.001,0,5
0.844,0.5714285714285714,0.156,5.622809928702276,0.001,0,6
0.836,0.5494505494505495,0.164,5.911159155815212,0.001,0,7
0.868,0.6024096385542169,0.132,4.7577622473634635,0.001,0,8
0.856,0.5813953488372093,0.144,5.19028608803287,0.001,0,9
0.8933333333333333,0.6756756756756757,0.10666666666666667,3.84465636150583,0.001,1,0
0.8444444444444444,0.5454545454545454,0.15555555555555556,5.606790527196001,0.001,1,1
0.8888888888888888,0.6666666666666666,0.1111111111111111,4.004850376568572,0.001,1,2
0.8711111111111111,0.6329113924050633,0.1288888888888889,4.645626436819544,0.001,1,3
0.88,0.6666666666666666,0.12,4.325238406694059,0.001,1,4
0.8622222222222222,0.6075949367088608,0.13777777777777778,4.96601446694503,0.001,1,5
0.88,0.6493506493506493,0.12,4.325238406694059,0.001,1,6
0.8311111111111111,0.5128205128205128,0.1688888888888889,6.08737257238423,0.001,1,7
0.8133333333333334,0.46153846153846156,0.18666666666666668,6.728148632635202,0.001,1,8
0.8666666666666667,0.6428571428571429,0.13333333333333333,4.805820451882286,0.001,1,9
0.8866995073891626,0.684931506849315,0.11330049261083744,4.083763684481254,0.001,2,0
0.8423645320197044,0.5294117647058824,0.15763546798029557,5.681758169713049,0.001,2,1
0.8472906403940886,0.5974025974025974,0.15270935960591134,5.504203226909516,0.001,2,2
0.8374384236453202,0.5217391304347826,0.1625615763546798,5.859313112516581,0.001,2,3
0.8817733990147784,0.6470588235294118,0.11822660098522167,4.261318627284787,0.001,2,4
0.8712871287128713,0.6285714285714286,0.12871287128712872,4.639282119391317,0.001,2,5
0.8663366336633663,0.6197183098591549,0.13366336633663367,4.817716047060213,0.001,2,6
0.8663366336633663,0.5846153846153846,0.13366336633663367,4.817716047060213,0.001,2,7
0.8564356435643564,0.6133333333333333,0.14356435643564355,5.174583902398007,0.001,2,8
0.8663366336633663,0.64,0.13366336633663367,4.817716047060213,0.001,2,9
0.8688524590163934,0.6,0.13114754098360656,4.72703651004815,0.001,3,0
0.8524590163934426,0.5423728813559322,0.14754098360655737,5.31791607380417,0.001,3,1
0.8743169398907104,0.6461538461538462,0.12568306010928962,4.530076655462811,0.001,3,2
0.8791208791208791,0.65625,0.12087912087912088,4.356925134948227,0.001,3,3
0.8571428571428571,0.59375,0.14285714285714285,5.14909334130245,0.001,3,4
0.8571428571428571,0.59375,0.14285714285714285,5.14909334130245,0.001,3,5
0.8571428571428571,0.6176470588235294,0.14285714285714285,5.14909334130245,0.001,3,6
0.8846153846153846,0.676923076923077,0.11538461538461539,4.1588830833596715,0.001,3,7
0.8406593406593407,0.5538461538461539,0.15934065934065933,5.743219496068117,0.001,3,8
0.8076923076923077,0.4444444444444444,0.19230769230769232,6.931471805599451,0.001,3,9
0.8848484848484849,0.7246376811594203,0.11515151515151516,4.150481299352884,0.001,4,0
0.8536585365853658,0.5862068965517241,0.14634146341463414,5.274680983773242,0.001,4,1
0.8292682926829268,0.5,0.17073170731707318,6.153794481068782,0.001,4,2
0.8902439024390244,0.6896551724137931,0.10975609756097561,3.9560107378299314,0.001,4,3
0.8902439024390244,0.6666666666666666,0.10975609756097561,3.9560107378299314,0.001,4,4
0.8963414634146342,0.7017543859649122,0.10365853658536585,3.7362323635060464,0.001,4,5
0.8170731707317073,0.53125,0.18292682926829268,6.593351229716553,0.001,4,6
0.823170731707317,0.49122807017543857,0.17682926829268292,6.373572855392667,0.001,4,7
0.8597560975609756,0.5490196078431373,0.1402439024390244,5.054902609449357,0.001,4,8
0.8658536585365854,0.65625,0.13414634146341464,4.8351242351254715,0.001,4,9
0.8108108108108109,0.4166666666666667,0.1891891891891892,6.8190695601032445,0.001,5,0
0.831081081081081,0.5283018867924528,0.16891891891891891,6.088454964377897,0.001,5,1
0.8783783783783784,0.64,0.12162162162162163,4.383687574352086,0.001,5,2
0.8378378378378378,0.52,0.16216216216216217,5.844916765802781,0.001,5,3
0.8986486486486487,0.7368421052631579,0.10135135135135136,3.6530729786267386,0.001,5,4
0.8851351351351351,0.6222222222222222,0.11486486486486487,4.14014937577697,0.001,5,5
0.8581081081081081,0.6037735849056604,0.14189189189189189,5.114302170077434,0.001,5,6
0.8707482993197279,0.6274509803921569,0.1292517006802721,4.658703499273646,0.001,5,7
0.8571428571428571,0.6181818181818182,0.14285714285714285,5.14909334130245,0.001,5,8
0.9047619047619048,0.72,0.09523809523809523,3.4327288942016336,0.001,5,9
0.849624060150376,0.6296296296296297,0.15037593984962405,5.420098254002579,0.001,6,0
0.8646616541353384,0.55,0.13533834586466165,4.878088428602322,0.001,6,1
0.8195488721804511,0.3684210526315789,0.18045112781954886,6.504117904803095,0.001,6,2
