accuracy,f1_score,brier_score,log_loss,criterion,max_features,min_samples_leaf,min_samples_split,repeat,fold
0.68,0.6923076923076923,0.32,11.53396908451749,gini,,1,2,4,8
0.69,0.6172839506172839,0.31,11.17353255062632,gini,,7,6,4,9
0.73,0.7378640776699029,0.27,9.731786415061631,gini,,15,2,5,0
0.59,0.594059405940594,0.41,14.777897889538036,entropy,sqrt,15,14,5,1
0.6,0.5652173913043478,0.4,14.417461355646862,entropy,,1,2,5,2
0.7,0.7321428571428571,0.3,10.813096016735148,entropy,,1,6,5,3
0.76,0.7692307692307693,0.24,8.650476813388117,gini,,7,6,5,4
0.66,0.7068965517241379,0.34,12.254842152299831,entropy,,15,2,5,5
0.72,0.7142857142857143,0.28,10.092222948952802,gini,,15,6,5,6
0.71,0.6741573033707865,0.29,10.452659482843973,gini,,1,2,5,7
0.69,0.693069306930693,0.31,11.17353255062632,gini,,15,2,5,8
0.72,0.6888888888888889,0.28,10.092222948952802,gini,,15,6,5,9
0.69,0.693069306930693,0.31,11.17353255062632,entropy,,1,2,6,0
0.64,0.6170212765957447,0.36,12.975715220082174,gini,,15,2,6,1
0.69,0.651685393258427,0.31,11.173532550626321,entropy,,1,6,6,2
0.63,0.6105263157894737,0.37,13.336151753973349,entropy,sqrt,1,14,6,3
0.77,0.7850467289719626,0.23,8.290040279496946,entropy,,1,2,6,4
0.81,0.7912087912087912,0.19,6.848294143932259,gini,,1,14,6,5
0.72,0.7142857142857143,0.28,10.092222948952802,gini,,7,2,6,6
0.74,0.7291666666666666,0.26,9.37134988117046,gini,,1,6,6,7
0.67,0.6972477064220184,0.33,11.89440561840866,gini,,7,6,6,8
0.66,0.6792452830188679,0.34,12.25484215229983,gini,,15,2,6,9
0.67,0.6857142857142857,0.33,11.894405618408662,gini,,15,2,7,0
0.75,0.7311827956989247,0.25,9.010913347279288,gini,,7,2,7,1
0.62,0.6041666666666666,0.38,13.696588287864518,entropy,,15,14,7,2
0.77,0.7889908256880734,0.23,8.290040279496944,gini,,15,2,7,3
0.65,0.6534653465346535,0.35,12.615278686191004,gini,,15,6,7,4
0.72,0.72,0.28,10.092222948952802,entropy,,15,14,7,5
0.73,0.7096774193548387,0.27,9.73178641506163,entropy,,7,14,7,6
0.65,0.6067415730337079,0.35,12.615278686191004,entropy,,7,2,7,7
0.69,0.7102803738317757,0.31,11.173532550626316,gini,,7,2,7,8
0.69,0.6868686868686869,0.31,11.173532550626316,entropy,,7,14,7,9
0.65,0.6534653465346535,0.35,12.615278686191004,entropy,,1,6,8,0
0.62,0.525,0.38,13.696588287864518,entropy,,7,6,8,1
0.76,0.76,0.24,8.650476813388117,gini,,1,2,8,2
0.67,0.6526315789473685,0.33,11.894405618408662,entropy,,7,2,8,3
0.76,0.75,0.24,8.650476813388117,gini,sqrt,7,14,8,4
0.69,0.7102803738317757,0.31,11.17353255062632,entropy,,15,2,8,5
0.6,0.6153846153846154,0.4,14.41746135564686,gini,,1,14,8,6
0.77,0.7472527472527473,0.23,8.290040279496944,entropy,,1,6,8,7
0.67,0.6857142857142857,0.33,11.894405618408662,entropy,,1,6,8,8
0.81,0.831858407079646,0.19,6.848294143932259,gini,,7,2,8,9
0.82,0.82,0.18,6.487857610041087,gini,,1,14,9,0
0.62,0.5869565217391305,0.38,13.696588287864518,gini,,15,2,9,1
0.79,0.7961165048543689,0.21,7.569167211714602,gini,,15,2,9,2
0.76,0.7391304347826086,0.24,8.650476813388117,entropy,,1,2,9,3
0.76,0.7272727272727273,0.24,8.650476813388117,gini,,7,6,9,4
0.8,0.8181818181818182,0.2,7.20873067782343,entropy,,15,2,9,5
0.61,0.5714285714285714,0.39,14.057024821755688,entropy,,1,2,9,6
0.73,0.7428571428571429,0.27,9.731786415061631,entropy,,7,14,9,7
0.75,0.7663551401869159,0.25,9.010913347279288,gini,,15,6,9,8
0.73,0.7032967032967034,0.27,9.731786415061631,gini,,7,6,9,9
