accuracy,f1_score,brier_score,log_loss,criterion,max_features,min_samples_leaf,min_samples_split,n_estimators,repeat,fold
0.876,0.8847583643122676,0.124,4.469413020250527,gini,log2,1,2,200,5,2
0.877,0.8795298726738492,0.123,4.43336936686141,entropy,log2,1,2,200,5,3
0.858,0.8591269841269841,0.142,5.118198781254636,gini,log2,1,2,200,5,4
0.898,0.8975903614457831,0.102,3.6764526456899493,entropy,log2,1,2,200,5,5
0.867,0.8712487899322362,0.133,4.793805900752582,gini,sqrt,1,2,200,5,6
0.905,0.9130832570905764,0.095,3.424147071966129,gini,sqrt,1,2,200,5,7
0.888,0.8875502008032129,0.112,4.03688917958112,entropy,log2,1,2,200,5,8
0.875,0.8758689175769613,0.125,4.505456673639644,gini,log2,1,2,200,5,9
0.881,0.8843537414965986,0.119,4.28919475330494,entropy,log2,1,2,200,6,0
0.897,0.8999028182701652,0.103,3.7124962990790666,gini,log2,1,2,200,6,1
0.887,0.8893241919686582,0.113,4.072932832970238,gini,log2,1,2,200,6,2
0.892,0.8941176470588236,0.108,3.8927145660246523,gini,log2,1,2,200,6,3
0.888,0.8912621359223301,0.112,4.036889179581121,entropy,log2,1,2,200,6,4
0.896,0.8930041152263375,0.104,3.7485399524681844,entropy,log2,1,2,200,6,5
0.878,0.8799212598425197,0.122,4.397325713472292,gini,log2,1,10,200,6,6
0.88,0.8854961832061069,0.12,4.325238406694058,gini,log2,1,2,200,6,7
0.888,0.8921001926782274,0.112,4.036889179581121,gini,sqrt,1,2,200,6,8
0.871,0.8724035608308606,0.129,4.6496312871961125,entropy,log2,1,2,200,6,9
0.88,0.8830409356725146,0.12,4.325238406694059,entropy,log2,1,2,200,7,0
0.879,0.8764044943820225,0.121,4.361282060083176,gini,log2,1,2,200,7,1
0.881,0.8861244019138756,0.119,4.289194753304941,gini,log2,1,2,200,7,2
0.88,0.8785425101214575,0.12,4.325238406694059,gini,log2,1,2,200,7,3
0.888,0.892925430210325,0.112,4.036889179581121,gini,log2,1,2,200,7,4
0.872,0.8745098039215686,0.128,4.613587633806995,gini,log2,1,2,200,7,5
0.876,0.8807692307692307,0.124,4.469413020250528,gini,log2,1,2,200,7,6
0.908,0.9159049360146252,0.092,3.316016111798778,gini,log2,1,2,100,7,7
0.874,0.8690228690228691,0.126,4.5415003270287615,gini,log2,1,2,200,7,8
0.888,0.885480572597137,0.112,4.036889179581121,entropy,log2,1,2,200,7,9
0.865,0.8769371011850501,0.135,4.865893207530815,gini,log2,1,10,200,8,0
0.884,0.8842315369261478,0.116,4.181063793137589,gini,log2,1,2,200,8,1
0.869,0.8734299516908213,0.131,4.721718593974347,gini,log2,1,2,200,8,2
0.891,0.8913260219341974,0.109,3.9287582194137696,gini,log2,1,2,200,8,3
0.89,0.8927875243664717,0.11,3.9648018728028864,gini,sqrt,1,2,200,8,4
0.886,0.8871287128712871,0.114,4.108976486359356,gini,log2,1,2,200,8,5
0.897,0.8968968968968969,0.103,3.7124962990790666,entropy,sqrt,1,2,200,8,6
0.884,0.8860510805500982,0.116,4.181063793137589,gini,log2,1,2,200,8,7
0.903,0.9087488240827846,0.097,3.4962343787443637,gini,log2,1,2,200,8,8
0.866,0.8583509513742071,0.134,4.829849554141698,entropy,log2,1,2,200,8,9
0.908,0.9130434782608695,0.092,3.316016111798778,gini,log2,1,2,200,9,0
0.876,0.875751503006012,0.124,4.469413020250527,gini,log2,1,2,200,9,1
0.876,0.8752515090543259,0.124,4.469413020250527,gini,log2,1,2,100,9,2
0.857,0.8554095045500506,0.143,5.154242434643753,entropy,log2,1,2,200,9,3
0.872,0.8810408921933085,0.128,4.613587633806995,entropy,log2,1,10,200,9,4
0.882,0.8831683168316832,0.118,4.253151099915824,gini,sqrt,1,2,200,9,5
0.89,0.8897795591182365,0.11,3.9648018728028864,gini,log2,1,10,200,9,6
0.885,0.8880233690360273,0.115,4.145020139748473,entropy,log2,1,2,200,9,7
0.882,0.888045540796964,0.118,4.253151099915824,entropy,log2,1,2,200,9,8
0.894,0.893574297188755,0.106,3.8206272592464186,gini,sqrt,1,2,200,9,9
