accuracy,f1_score,brier_score,log_loss,criterion,max_features,min_samples_leaf,min_samples_split,repeat,fold
0.71,0.6914893617021277,0.29,10.452659482843973,entropy,,5,6,5,3
0.795,0.7980295566502463,0.205,7.388948944769016,gini,,15,2,5,4
0.68,0.6701030927835051,0.32,11.533969084517489,entropy,,15,14,5,5
0.76,0.7575757575757576,0.24,8.650476813388117,gini,,5,2,5,6
0.745,0.7329842931937173,0.255,9.191131614224874,gini,,15,6,5,7
0.73,0.7652173913043478,0.27,9.731786415061631,entropy,,15,2,5,8
0.755,0.7586206896551724,0.245,8.830695080333703,gini,,15,14,5,9
0.74,0.7450980392156863,0.26,9.37134988117046,entropy,,5,14,6,0
0.67,0.6666666666666666,0.33,11.89440561840866,entropy,,1,2,6,1
0.69,0.6770833333333334,0.31,11.17353255062632,entropy,,15,14,6,2
0.675,0.6632124352331606,0.325,11.714187351463075,entropy,,1,14,6,3
0.795,0.7980295566502463,0.205,7.388948944769016,gini,,15,6,6,4
0.685,0.676923076923077,0.315,11.353750817571903,entropy,,15,6,6,5
0.755,0.7537688442211056,0.245,8.830695080333703,gini,,5,6,6,6
0.745,0.7329842931937173,0.255,9.191131614224874,gini,,15,6,6,7
0.7,0.7368421052631579,0.3,10.813096016735145,entropy,,15,14,6,8
0.73,0.7244897959183674,0.27,9.731786415061631,entropy,,5,6,6,9
0.715,0.7219512195121951,0.285,10.27244121589839,entropy,,5,6,7,0
0.675,0.6733668341708543,0.325,11.714187351463075,entropy,,1,6,7,1
0.69,0.6770833333333334,0.31,11.17353255062632,entropy,,15,2,7,2
0.685,0.6735751295336787,0.315,11.353750817571903,entropy,,1,6,7,3
0.785,0.7881773399014779,0.215,7.749385478660188,gini,,15,6,7,4
0.68,0.673469387755102,0.32,11.533969084517489,entropy,,15,2,7,5
0.72,0.7142857142857143,0.28,10.092222948952802,entropy,,1,14,7,6
0.745,0.7301587301587301,0.255,9.191131614224876,gini,,15,14,7,7
0.72,0.7543859649122807,0.28,10.092222948952802,entropy,,15,2,7,8
0.735,0.7414634146341463,0.265,9.551568148116045,entropy,,5,6,7,9
0.725,0.7342995169082126,0.275,9.912004682007217,entropy,,5,2,8,0
0.67,0.6764705882352942,0.33,11.89440561840866,entropy,,1,2,8,1
0.685,0.6631016042780749,0.315,11.353750817571903,gini,,1,14,8,2
0.665,0.6564102564102564,0.335,12.074623885354244,entropy,,1,14,8,3
0.765,0.7513227513227513,0.235,8.47025854644253,gini,,5,2,8,4
0.695,0.6839378238341969,0.305,10.993314283680732,entropy,,15,14,8,5
0.735,0.7225130890052356,0.265,9.551568148116045,gini,,5,14,8,6
0.715,0.6984126984126984,0.285,10.27244121589839,gini,sqrt,15,14,8,7
0.71,0.7456140350877193,0.29,10.452659482843973,entropy,,15,6,8,8
0.765,0.7729468599033816,0.235,8.47025854644253,gini,,15,14,8,9
0.73,0.7403846153846154,0.27,9.731786415061631,entropy,,5,6,9,0
0.66,0.66,0.34,12.254842152299831,entropy,,1,2,9,1
0.67,0.6526315789473685,0.33,11.89440561840866,gini,sqrt,15,14,9,2
0.69,0.6736842105263158,0.31,11.173532550626316,entropy,,1,6,9,3
0.78,0.7843137254901961,0.22,7.929603745605773,gini,,15,2,9,4
0.69,0.6804123711340206,0.31,11.17353255062632,entropy,,15,14,9,5
0.74,0.723404255319149,0.26,9.371349881170461,gini,,5,14,9,6
0.69,0.6593406593406593,0.31,11.173532550626316,entropy,,15,6,9,7
0.725,0.7555555555555555,0.275,9.912004682007217,entropy,,15,14,9,8
0.775,0.7804878048780488,0.225,8.109822012551358,gini,,15,6,9,9
